gene_ID	gene_length	longest_CDS_transcript_length
ENSMUSG00000074593	2763.0	443
ENSMUSG00000037780	8143.0	1563
ENSMUSG00000030084	46306.0	9034
ENSMUSG00000029368	15705.0	2034
ENSMUSG00000078552	5926.0	1023
ENSMUSG00000044770	100410.0	4885
ENSMUSG00000060742	941.0	942
ENSMUSG00000031119	112231.0	2651
ENSMUSG00000008035	4677.0	2022
ENSMUSG00000096096	530.0	361
ENSMUSG00000111678	3399.0	1212
ENSMUSG00000027220	40960.0	3761
ENSMUSG00000076434	14751.0	911
ENSMUSG00000075179	5531.0	2141
ENSMUSG00000095607	507.0	343
ENSMUSG00000095464	15257.0	456
ENSMUSG00000110912	5560.0	1582
ENSMUSG00000046516	5772.0	3690
ENSMUSG00000022203	9591.0	2705
ENSMUSG00000061701	17322.0	1511
ENSMUSG00000063488	12933.0	4722
ENSMUSG00000111689	5554.0	1620
ENSMUSG00000015599	45227.0	8926
ENSMUSG00000030536	114391.0	7444
ENSMUSG00000068824	942.0	943
ENSMUSG00000022938	43851.0	972
ENSMUSG00000022803	16007.0	2169
ENSMUSG00000027519	47583.0	7155
ENSMUSG00000074657	37652.0	6295
ENSMUSG00000110804	960.0	961
ENSMUSG00000004843	23598.0	1872
ENSMUSG00000055024	66726.0	9566
ENSMUSG00000020717	96411.0	3441
ENSMUSG00000020612	20251.0	3513
ENSMUSG00000017299	22624.0	1664
ENSMUSG00000064232	4160.0	1659
ENSMUSG00000019892	190291.0	5232
ENSMUSG00000035183	20553.0	1954
ENSMUSG00000029471	48239.0	4861
ENSMUSG00000067597	21306.0	1640
ENSMUSG00000089984	16499.0	2306
ENSMUSG00000058124	3414.0	1593
ENSMUSG00000000223	52022.0	7135
ENSMUSG00000095126	517.0	379
ENSMUSG00000040950	7221.0	1635
ENSMUSG00000057047	2674.0	899
ENSMUSG00000096138	575.0	381
ENSMUSG00000055653	341524.0	2216
ENSMUSG00000096537	16546.0	1097
ENSMUSG00000054455	46825.0	7029
ENSMUSG00000033278	687510.0	5186
ENSMUSG00000035242	2634.0	1071
ENSMUSG00000012076	33412.0	2609
ENSMUSG00000021811	4272.0	1631
ENSMUSG00000029718	8681.0	1626
ENSMUSG00000036480	5092.0	2180
ENSMUSG00000021198	235206.0	8874
ENSMUSG00000049960	4330.0	2572
ENSMUSG00000032623	7116.0	2021
ENSMUSG00000034731	174026.0	15257
ENSMUSG00000017300	2806.0	700
ENSMUSG00000048647	31122.0	6042
ENSMUSG00000027522	23463.0	3865
ENSMUSG00000020962	35225.0	6064
ENSMUSG00000031887	6323.0	1689
ENSMUSG00000059891	14831.0	1843
ENSMUSG00000021795	12935.0	1275
ENSMUSG00000030917	18639.0	1484
ENSMUSG00000040136	75510.0	4877
ENSMUSG00000001403	8924.0	2191
ENSMUSG00000040770	3142.0	1064
ENSMUSG00000075028	81016.0	11678
ENSMUSG00000022043	14393.0	3678
ENSMUSG00000072720	207486.0	8280
ENSMUSG00000031485	13577.0	5767
ENSMUSG00000075176	8354.0	5191
ENSMUSG00000047747	227912.0	9682
ENSMUSG00000050373	7993.0	2590
ENSMUSG00000020107	15726.0	1852
ENSMUSG00000040759	3013.0	1095
ENSMUSG00000020806	28854.0	3855
ENSMUSG00000039263	12721.0	2467
ENSMUSG00000036291	28137.0	6321
ENSMUSG00000017307	12117.0	1152
ENSMUSG00000025409	7062.0	4287
ENSMUSG00000044475	97183.0	1473
ENSMUSG00000025794	3210.0	1009
ENSMUSG00000019894	51594.0	3607
ENSMUSG00000040658	2913.0	1190
ENSMUSG00000032470	51961.0	4701
ENSMUSG00000046785	7164.0	7149
ENSMUSG00000047940	504605.0	2818
ENSMUSG00000006699	38024.0	2108
ENSMUSG00000054932	18170.0	2063
ENSMUSG00000057060	96924.0	2309
ENSMUSG00000058997	353258.0	7054
ENSMUSG00000061244	62563.0	12699
ENSMUSG00000031657	34172.0	3251
ENSMUSG00000037896	76550.0	5684
ENSMUSG00000018474	26133.0	7261
ENSMUSG00000021028	17591.0	1512
ENSMUSG00000051671	2918.0	747
ENSMUSG00000096284	1397.0	1280
ENSMUSG00000025410	15582.0	1784
ENSMUSG00000090290	49736.0	6383
ENSMUSG00000028699	5732.0	1985
ENSMUSG00000038482	39697.0	2682
ENSMUSG00000096175	17177.0	1374
ENSMUSG00000089736	3209.0	1075
ENSMUSG00000095241	4360.0	2566
ENSMUSG00000075175	3874.0	1153
ENSMUSG00000040752	25006.0	6113
ENSMUSG00000069793	13440.0	5769
ENSMUSG00000026514	108013.0	2668
ENSMUSG00000075174	11160.0	3861
ENSMUSG00000109061	12558.0	2879
ENSMUSG00000021576	14071.0	1376
ENSMUSG00000111711	1117.0	1118
ENSMUSG00000002015	29997.0	1219
ENSMUSG00000001663	14771.0	1105
ENSMUSG00000002948	9157.0	3525
ENSMUSG00000075172	6269.0	2103
ENSMUSG00000014077	39330.0	3027
ENSMUSG00000021277	100783.0	7060
ENSMUSG00000078537	1449.0	925
ENSMUSG00000035351	31398.0	1277
ENSMUSG00000042688	40943.0	4089
ENSMUSG00000060703	32495.0	1354
ENSMUSG00000100626	500.0	501
ENSMUSG00000022564	3140.0	1725
ENSMUSG00000041936	32198.0	7262
ENSMUSG00000042638	84481.0	3959
ENSMUSG00000075410	14855.0	1227
ENSMUSG00000047969	5137.0	2240
ENSMUSG00000047648	16722.0	5060
ENSMUSG00000062296	84036.0	10520
ENSMUSG00000021134	5003.0	1568
ENSMUSG00000020810	8718.0	2331
ENSMUSG00000078420	5884.0	2935
ENSMUSG00000083193	24641.0	818
ENSMUSG00000039195	4841.0	2618
ENSMUSG00000044213	5619.0	1693
ENSMUSG00000073207	8268.0	1536
ENSMUSG00000072980	8957.0	1082
ENSMUSG00000028698	81438.0	5257
ENSMUSG00000005069	18251.0	3148
ENSMUSG00000005378	12002.0	1607
ENSMUSG00000075171	926.0	927
ENSMUSG00000039205	28643.0	2973
ENSMUSG00000086338	5791.0	5036
ENSMUSG00000027523	62424.0	3947
ENSMUSG00000026705	43136.0	4072
ENSMUSG00000027306	32946.0	3526
ENSMUSG00000023041	4264.0	2235
ENSMUSG00000075170	5443.0	4705
ENSMUSG00000027202	77497.0	4740
ENSMUSG00000063506	155908.0	2596
ENSMUSG00000002847	37028.0	1974
ENSMUSG00000009596	16372.0	1933
ENSMUSG00000025332	41515.0	6449
ENSMUSG00000031378	21937.0	3648
ENSMUSG00000111410	126457.0	1535
ENSMUSG00000026251	9463.0	2949
ENSMUSG00000078593	918.0	385
ENSMUSG00000092517	8412.0	1257
ENSMUSG00000078193	444.0	445
ENSMUSG00000075169	3596.0	2885
ENSMUSG00000105589	16886.0	1786
ENSMUSG00000022044	17384.0	1361
ENSMUSG00000026602	17308.0	3116
ENSMUSG00000061032	12659.0	1984
ENSMUSG00000075168	5567.0	4867
ENSMUSG00000022453	9393.0	1913
ENSMUSG00000070690	36764.0	2308
ENSMUSG00000026601	97650.0	3586
ENSMUSG00000020056	45065.0	1052
ENSMUSG00000052917	141674.0	4825
ENSMUSG00000048231	3417.0	1410
ENSMUSG00000061118	1660.0	1661
ENSMUSG00000029369	34611.0	2465
ENSMUSG00000054087	16773.0	1678
ENSMUSG00000101819	494.0	495
ENSMUSG00000034075	27210.0	4706
ENSMUSG00000096097	317.0	318
ENSMUSG00000044468	37696.0	5640
ENSMUSG00000038248	172030.0	4980
ENSMUSG00000094904	317.0	318
ENSMUSG00000095413	493.0	494
ENSMUSG00000045875	135917.0	4282
ENSMUSG00000033063	167773.0	6344
ENSMUSG00000095655	317.0	318
ENSMUSG00000025176	25343.0	1668
ENSMUSG00000027305	7381.0	1478
ENSMUSG00000030651	8630.0	2819
ENSMUSG00000095609	17589.0	1669
ENSMUSG00000032396	34532.0	3661
ENSMUSG00000018001	87803.0	3738
ENSMUSG00000031709	107582.0	5334
ENSMUSG00000086598	9701.0	3052
ENSMUSG00000026980	91200.0	6901
ENSMUSG00000096010	2862.0	2863
ENSMUSG00000076437	1555.0	783
ENSMUSG00000009093	7600.0	964
ENSMUSG00000090369	1379.0	1380
ENSMUSG00000070875	3925.0	2937
ENSMUSG00000016179	23952.0	2469
ENSMUSG00000055493	116240.0	3287
ENSMUSG00000075167	4930.0	3235
ENSMUSG00000005364	38680.0	3575
ENSMUSG00000028174	26146.0	1863
ENSMUSG00000026253	8037.0	2780
ENSMUSG00000026825	44867.0	4605
ENSMUSG00000048007	4609.0	1421
ENSMUSG00000049843	5220.0	1806
ENSMUSG00000078520	8237.0	958
ENSMUSG00000002844	8673.0	2966
ENSMUSG00000075166	6377.0	2797
ENSMUSG00000116429	2924.0	105
ENSMUSG00000025408	5514.0	890
ENSMUSG00000006134	35447.0	5042
ENSMUSG00000035236	124520.0	10709
ENSMUSG00000075165	5271.0	3012
ENSMUSG00000096323	15089.0	1427
ENSMUSG00000042487	24908.0	2180
ENSMUSG00000051495	5690.0	5080
ENSMUSG00000050625	1818.0	1819
ENSMUSG00000025058	21145.0	3754
ENSMUSG00000075164	5462.0	2573
ENSMUSG00000040354	15565.0	2962
ENSMUSG00000034101	50694.0	6362
ENSMUSG00000060032	1830.0	1831
ENSMUSG00000040327	45816.0	7848
ENSMUSG00000095653	1455.0	894
ENSMUSG00000059772	6316.0	3152
ENSMUSG00000075163	7146.0	4388
ENSMUSG00000066406	299075.0	12597
ENSMUSG00000046242	23276.0	1196
ENSMUSG00000025140	8057.0	2914
ENSMUSG00000036282	18805.0	4464
ENSMUSG00000027010	96686.0	6351
ENSMUSG00000030707	8014.0	1747
ENSMUSG00000095662	508.0	509
ENSMUSG00000068735	14211.0	2703
ENSMUSG00000029608	69593.0	4150
ENSMUSG00000099443	317.0	318
ENSMUSG00000095445	317.0	318
ENSMUSG00000004880	27711.0	3510
ENSMUSG00000069038	329.0	330
ENSMUSG00000031871	42886.0	3995
ENSMUSG00000032500	50037.0	3005
ENSMUSG00000022048	65824.0	4520
ENSMUSG00000020057	56276.0	2807
ENSMUSG00000071262	35014.0	2751
ENSMUSG00000047369	239215.0	13696
ENSMUSG00000093904	15177.0	4902
ENSMUSG00000062580	18565.0	7280
ENSMUSG00000035311	68197.0	5390
ENSMUSG00000072672	11474.0	2336
ENSMUSG00000022018	12889.0	918
ENSMUSG00000035454	3114.0	1048
ENSMUSG00000027304	60339.0	4664
ENSMUSG00000097427	2468.0	1246
ENSMUSG00000075122	40774.0	3173
ENSMUSG00000091779	10687.0	1246
ENSMUSG00000031872	48680.0	3386
ENSMUSG00000074006	2143.0	2144
ENSMUSG00000049653	24483.0	1664
ENSMUSG00000047721	4397.0	1266
ENSMUSG00000035547	56715.0	4498
ENSMUSG00000035504	6488.0	2208
ENSMUSG00000042349	25263.0	3251
ENSMUSG00000027217	132745.0	3751
ENSMUSG00000022020	65509.0	13223
ENSMUSG00000030287	393924.0	11679
ENSMUSG00000001496	4950.0	2809
ENSMUSG00000031449	10620.0	1378
ENSMUSG00000000318	14637.0	2332
ENSMUSG00000046204	9853.0	5518
ENSMUSG00000036779	60509.0	4624
ENSMUSG00000032502	128911.0	2644
ENSMUSG00000110170	3807.0	1683
ENSMUSG00000057286	19565.0	3643
ENSMUSG00000047674	2351.0	2352
ENSMUSG00000097878	2467.0	1246
ENSMUSG00000027296	8926.0	1818
ENSMUSG00000027203	11418.0	1950
ENSMUSG00000097550	2468.0	1246
ENSMUSG00000075161	4813.0	2483
ENSMUSG00000020812	4139.0	1988
ENSMUSG00000094144	2467.0	1246
ENSMUSG00000035208	18652.0	4011
ENSMUSG00000095022	2467.0	1246
ENSMUSG00000022051	23638.0	3259
ENSMUSG00000031264	41234.0	2540
ENSMUSG00000050592	34802.0	4107
ENSMUSG00000016942	28967.0	3192
ENSMUSG00000038240	243396.0	4075
ENSMUSG00000025141	2127.0	931
ENSMUSG00000058297	28979.0	5238
ENSMUSG00000087403	32667.0	4212
ENSMUSG00000022022	25815.0	1799
ENSMUSG00000042988	7387.0	2212
ENSMUSG00000058354	4397.0	2278
ENSMUSG00000001855	79539.0	6605
ENSMUSG00000059921	369708.0	9646
ENSMUSG00000090854	2480.0	1258
ENSMUSG00000094027	1354.0	830
ENSMUSG00000063846	2256.0	886
ENSMUSG00000057337	37728.0	6108
ENSMUSG00000043881	4525.0	4526
ENSMUSG00000095071	1403.0	1174
ENSMUSG00000075502	2983.0	2984
ENSMUSG00000027297	9111.0	3080
ENSMUSG00000033318	6310.0	2254
ENSMUSG00000018821	5786.0	1044
ENSMUSG00000006932	31291.0	3623
ENSMUSG00000033931	23899.0	3424
ENSMUSG00000022023	21583.0	3704
ENSMUSG00000043298	5525.0	2056
ENSMUSG00000075160	9989.0	4095
ENSMUSG00000020961	155378.0	9896
ENSMUSG00000008855	35734.0	4852
ENSMUSG00000030216	14579.0	2739
ENSMUSG00000030911	18519.0	2393
ENSMUSG00000036461	101300.0	4235
ENSMUSG00000005054	1953.0	603
ENSMUSG00000032056	58974.0	1486
ENSMUSG00000053093	23942.0	6230
ENSMUSG00000002846	24316.0	1573
ENSMUSG00000022807	58241.0	4521
ENSMUSG00000032057	20963.0	973
ENSMUSG00000031450	16870.0	7431
ENSMUSG00000047515	13036.0	2057
ENSMUSG00000060594	22454.0	1786
ENSMUSG00000048096	43258.0	3948
ENSMUSG00000094796	8387.0	1595
ENSMUSG00000032788	28231.0	5124
ENSMUSG00000025626	44677.0	4350
ENSMUSG00000039546	109590.0	3048
ENSMUSG00000095821	1300.0	779
ENSMUSG00000041889	4180.0	1763
ENSMUSG00000027204	207399.0	11971
ENSMUSG00000021577	28026.0	2900
ENSMUSG00000015806	16215.0	1380
ENSMUSG00000026341	42822.0	2565
ENSMUSG00000033475	1740.0	749
ENSMUSG00000028583	32133.0	1817
ENSMUSG00000070780	156569.0	5211
ENSMUSG00000042650	22131.0	5730
ENSMUSG00000021404	10467.0	1902
ENSMUSG00000039347	4186.0	1789
ENSMUSG00000038079	19818.0	1869
ENSMUSG00000023156	11467.0	2401
ENSMUSG00000043911	4581.0	4028
ENSMUSG00000029925	209181.0	1990
ENSMUSG00000026153	89248.0	5536
ENSMUSG00000038463	38257.0	3095
ENSMUSG00000049946	2543.0	1605
ENSMUSG00000032745	64431.0	3694
ENSMUSG00000095095	4706.0	1671
ENSMUSG00000005262	23482.0	2078
ENSMUSG00000026387	56642.0	2012
ENSMUSG00000027932	4699.0	2259
ENSMUSG00000035852	9501.0	2569
ENSMUSG00000037171	7366.0	2095
ENSMUSG00000031516	18376.0	1249
ENSMUSG00000048677	97487.0	2993
ENSMUSG00000020644	3341.0	1969
ENSMUSG00000060335	6498.0	2576
ENSMUSG00000044876	21585.0	5104
ENSMUSG00000028772	44560.0	2113
ENSMUSG00000026098	107831.0	3054
ENSMUSG00000030779	36871.0	6345
ENSMUSG00000052631	8066.0	1381
ENSMUSG00000005268	171942.0	9900
ENSMUSG00000020091	24170.0	5784
ENSMUSG00000061246	5818.0	1513
ENSMUSG00000036398	3385.0	1599
ENSMUSG00000025189	56774.0	5037
ENSMUSG00000060630	25020.0	3746
ENSMUSG00000030897	4174.0	2484
ENSMUSG00000026781	47391.0	4804
ENSMUSG00000042492	11009.0	3614
ENSMUSG00000052850	1072.0	1073
ENSMUSG00000028773	6868.0	823
ENSMUSG00000037140	1012.0	1013
ENSMUSG00000043065	41376.0	4627
ENSMUSG00000022781	63052.0	5741
ENSMUSG00000032316	15236.0	2496
ENSMUSG00000045693	61085.0	3382
ENSMUSG00000000028	31540.0	2143
ENSMUSG00000050875	14714.0	2057
ENSMUSG00000046351	16105.0	4844
ENSMUSG00000032026	12111.0	1077
ENSMUSG00000053289	149418.0	3128
ENSMUSG00000019986	127882.0	4851
ENSMUSG00000013091	1404.0	589
ENSMUSG00000056306	18819.0	3083
ENSMUSG00000056494	229773.0	4708
ENSMUSG00000043939	18149.0	4337
ENSMUSG00000003190	7490.0	1075
ENSMUSG00000032386	79864.0	7055
ENSMUSG00000070999	1940.0	1941
ENSMUSG00000043831	84786.0	3772
ENSMUSG00000042742	52293.0	4462
ENSMUSG00000004031	111057.0	4906
ENSMUSG00000023345	69460.0	2337
ENSMUSG00000094036	4813.0	1098
ENSMUSG00000032440	91067.0	8092
ENSMUSG00000078632	52642.0	9647
ENSMUSG00000031772	312674.0	4860
ENSMUSG00000025949	92012.0	11237
ENSMUSG00000036523	130271.0	8058
ENSMUSG00000028572	58173.0	5517
ENSMUSG00000005547	8243.0	2013
ENSMUSG00000026918	62083.0	5419
ENSMUSG00000028389	41507.0	3494
ENSMUSG00000116016	110718.0	1134
ENSMUSG00000022324	129596.0	3577
ENSMUSG00000003184	5200.0	2031
ENSMUSG00000060510	26349.0	6283
ENSMUSG00000030431	5099.0	1375
ENSMUSG00000022993	18576.0	558
ENSMUSG00000037660	4036.0	1423
ENSMUSG00000066030	6215.0	1917
ENSMUSG00000030557	141695.0	5538
ENSMUSG00000028693	26889.0	2520
ENSMUSG00000008036	10884.0	836
ENSMUSG00000027882	47350.0	2419
ENSMUSG00000031778	10418.0	3315
ENSMUSG00000024290	117644.0	6440
ENSMUSG00000029909	4684.0	1049
ENSMUSG00000001521	34690.0	3374
ENSMUSG00000018698	7251.0	3846
ENSMUSG00000028140	7812.0	1657
ENSMUSG00000052137	6804.0	3327
ENSMUSG00000038957	43959.0	5708
ENSMUSG00000017288	133421.0	2833
ENSMUSG00000031990	58037.0	1942
ENSMUSG00000052131	10808.0	1281
ENSMUSG00000054537	40629.0	3416
ENSMUSG00000026645	55228.0	1764
ENSMUSG00000044798	3755.0	2846
ENSMUSG00000040767	3569.0	821
ENSMUSG00000049488	50665.0	3945
ENSMUSG00000000617	15523.0	4330
ENSMUSG00000022249	58566.0	1931
ENSMUSG00000034239	86563.0	10977
ENSMUSG00000041912	21395.0	5692
ENSMUSG00000035851	32438.0	4346
ENSMUSG00000066682	5988.0	1807
ENSMUSG00000020605	30392.0	2959
ENSMUSG00000039070	24049.0	2739
ENSMUSG00000047250	21846.0	2867
ENSMUSG00000038622	18156.0	1007
ENSMUSG00000050777	6697.0	1311
ENSMUSG00000108398	3107.0	647
ENSMUSG00000073096	15926.0	2913
ENSMUSG00000050105	2996.0	1226
ENSMUSG00000036513	7366.0	2992
ENSMUSG00000078173	1805.0	1806
ENSMUSG00000049811	23257.0	2597
ENSMUSG00000042642	10866.0	3007
ENSMUSG00000031490	16345.0	1997
ENSMUSG00000066152	35849.0	1820
ENSMUSG00000048668	5911.0	3697
ENSMUSG00000009281	3093.0	795
ENSMUSG00000030801	13321.0	1579
ENSMUSG00000013973	13186.0	2563
ENSMUSG00000003437	6437.0	2003
ENSMUSG00000041698	39680.0	3904
ENSMUSG00000068259	12879.0	4292
ENSMUSG00000095634	2335.0	1225
ENSMUSG00000040629	37546.0	1691
ENSMUSG00000035435	86809.0	5317
ENSMUSG00000028125	135680.0	7263
ENSMUSG00000054266	10170.0	1250
ENSMUSG00000026650	13605.0	706
ENSMUSG00000032487	8196.0	4453
ENSMUSG00000045514	4856.0	3370
ENSMUSG00000034275	58342.0	16144
ENSMUSG00000030402	3259.0	1648
ENSMUSG00000089678	51621.0	2198
ENSMUSG00000037151	106990.0	3216
ENSMUSG00000030800	4388.0	1852
ENSMUSG00000062103	7046.0	3431
ENSMUSG00000052301	5289.0	2538
ENSMUSG00000021318	266791.0	8170
ENSMUSG00000058192	24118.0	12974
ENSMUSG00000080781	4189.0	2129
ENSMUSG00000031392	10004.0	3835
ENSMUSG00000047667	930.0	931
ENSMUSG00000035878	32641.0	5110
ENSMUSG00000034126	41107.0	5064
ENSMUSG00000028141	11501.0	935
ENSMUSG00000066607	11177.0	2139
ENSMUSG00000064333	1050.0	1051
ENSMUSG00000006715	10078.0	1127
ENSMUSG00000094814	48369.0	358
ENSMUSG00000063412	735.0	736
ENSMUSG00000028927	46242.0	4774
ENSMUSG00000038982	42267.0	5634
ENSMUSG00000073555	35740.0	2645
ENSMUSG00000071138	4794.0	1767
ENSMUSG00000070383	5864.0	3417
ENSMUSG00000063800	16164.0	1516
ENSMUSG00000074591	35406.0	2696
ENSMUSG00000036557	38170.0	847
ENSMUSG00000109305	2294.0	889
ENSMUSG00000018677	4961.0	1685
ENSMUSG00000020074	48358.0	4352
ENSMUSG00000096044	58371.0	2042
ENSMUSG00000079608	28612.0	1496
ENSMUSG00000069633	10575.0	2870
ENSMUSG00000050890	12893.0	4686
ENSMUSG00000094447	8821.0	572
ENSMUSG00000067848	4778.0	1125
ENSMUSG00000025582	9034.0	5217
ENSMUSG00000034675	14682.0	3078
ENSMUSG00000037913	37786.0	1565
ENSMUSG00000062110	326943.0	3834
ENSMUSG00000030689	11417.0	1973
ENSMUSG00000040204	13029.0	2188
ENSMUSG00000066721	3803.0	2741
ENSMUSG00000020457	79055.0	1546
ENSMUSG00000040270	347304.0	8882
ENSMUSG00000028801	43013.0	2380
ENSMUSG00000030470	17635.0	899
ENSMUSG00000064254	21382.0	1484
ENSMUSG00000024175	21987.0	1536
ENSMUSG00000057191	19157.0	1393
ENSMUSG00000030898	45167.0	2573
ENSMUSG00000056910	37871.0	10291
ENSMUSG00000047203	24913.0	3234
ENSMUSG00000061731	282121.0	7663
ENSMUSG00000062342	11238.0	1923
ENSMUSG00000027863	12040.0	1153
ENSMUSG00000049686	15382.0	1875
ENSMUSG00000013997	7638.0	3041
ENSMUSG00000005354	13959.0	2049
ENSMUSG00000074441	802.0	385
ENSMUSG00000028803	49618.0	5153
ENSMUSG00000002763	14078.0	3200
ENSMUSG00000038576	132731.0	2983
ENSMUSG00000069441	32539.0	5686
ENSMUSG00000001034	5594.0	3254
ENSMUSG00000021721	4483.0	4484
ENSMUSG00000028635	6154.0	1462
ENSMUSG00000076543	571.0	394
ENSMUSG00000015001	36344.0	1909
ENSMUSG00000054405	18192.0	1401
ENSMUSG00000074440	968.0	410
ENSMUSG00000000838	39422.0	4409
ENSMUSG00000050824	7413.0	2733
ENSMUSG00000042265	14156.0	2993
ENSMUSG00000002500	8323.0	1375
ENSMUSG00000051860	20881.0	3144
ENSMUSG00000029475	119158.0	5180
ENSMUSG00000021033	17558.0	1656
ENSMUSG00000063704	5385.0	1931
ENSMUSG00000056763	98781.0	4355
ENSMUSG00000076545	579.0	402
ENSMUSG00000039737	20836.0	3893
ENSMUSG00000074439	936.0	376
ENSMUSG00000033557	40554.0	4532
ENSMUSG00000073028	530.0	352
ENSMUSG00000076547	555.0	379
ENSMUSG00000054659	15507.0	1445
ENSMUSG00000041708	79027.0	3281
ENSMUSG00000034317	9467.0	2939
ENSMUSG00000076548	525.0	348
ENSMUSG00000082211	935.0	371
ENSMUSG00000049657	21170.0	4708
ENSMUSG00000036553	42807.0	4549
ENSMUSG00000025702	71516.0	4611
ENSMUSG00000110190	4801.0	2277
ENSMUSG00000049694	4230.0	1212
ENSMUSG00000042606	3405.0	2766
ENSMUSG00000100856	26217.0	918
ENSMUSG00000079164	21256.0	3818
ENSMUSG00000030103	6296.0	3113
ENSMUSG00000008373	12501.0	3144
ENSMUSG00000029534	250092.0	2374
ENSMUSG00000041939	16322.0	1660
ENSMUSG00000044906	20297.0	3317
ENSMUSG00000004394	4501.0	2003
ENSMUSG00000028677	225589.0	3029
ENSMUSG00000029915	10927.0	3747
ENSMUSG00000056643	16836.0	1653
ENSMUSG00000042436	3469.0	1722
ENSMUSG00000026609	703018.0	15695
ENSMUSG00000031492	31019.0	4589
ENSMUSG00000094258	8450.0	1759
ENSMUSG00000037013	58716.0	4153
ENSMUSG00000038822	134516.0	3785
ENSMUSG00000031858	26611.0	5369
ENSMUSG00000073889	69485.0	2009
ENSMUSG00000041841	2495.0	835
ENSMUSG00000036315	4203.0	742
ENSMUSG00000023473	26649.0	11571
ENSMUSG00000078213	1490.0	1491
ENSMUSG00000018924	7879.0	2409
ENSMUSG00000090872	6658.0	1751
ENSMUSG00000071113	10152.0	1836
ENSMUSG00000034116	48931.0	2963
ENSMUSG00000038871	29406.0	2220
ENSMUSG00000029082	25101.0	2856
ENSMUSG00000054252	15394.0	4245
ENSMUSG00000020315	168780.0	9107
ENSMUSG00000098140	18429.0	744
ENSMUSG00000018143	11140.0	3097
ENSMUSG00000029767	29041.0	3229
ENSMUSG00000054364	2348.0	2349
ENSMUSG00000034584	75844.0	5957
ENSMUSG00000037060	2217.0	1662
ENSMUSG00000096706	2588.0	1480
ENSMUSG00000031513	11461.0	2879
ENSMUSG00000030401	13536.0	1990
ENSMUSG00000039126	267814.0	12512
ENSMUSG00000028587	35410.0	3014
ENSMUSG00000030029	95629.0	4951
ENSMUSG00000036687	17432.0	4326
ENSMUSG00000056608	226164.0	12008
ENSMUSG00000024767	8114.0	1728
ENSMUSG00000039753	77023.0	4237
ENSMUSG00000040356	10982.0	3951
ENSMUSG00000025815	46677.0	5480
ENSMUSG00000038327	11293.0	1912
ENSMUSG00000029403	37809.0	4066
ENSMUSG00000037049	4029.0	2412
ENSMUSG00000015766	177631.0	4567
ENSMUSG00000038068	125335.0	4640
ENSMUSG00000033781	19790.0	4453
ENSMUSG00000020282	12715.0	2946
ENSMUSG00000074437	1133.0	508
ENSMUSG00000039717	710632.0	2933
ENSMUSG00000074088	29894.0	1584
ENSMUSG00000037705	70310.0	7338
ENSMUSG00000009863	17990.0	1142
ENSMUSG00000031963	262124.0	3791
ENSMUSG00000043542	50353.0	3292
ENSMUSG00000020600	70583.0	1907
ENSMUSG00000038459	42537.0	2238
ENSMUSG00000029551	3293.0	883
ENSMUSG00000026385	7798.0	604
ENSMUSG00000044820	768.0	769
ENSMUSG00000059552	11514.0	1867
ENSMUSG00000001173	53481.0	5253
ENSMUSG00000032301	7240.0	1165
ENSMUSG00000075705	6136.0	1211
ENSMUSG00000031780	1583.0	514
ENSMUSG00000036197	35437.0	6611
ENSMUSG00000037573	4041.0	2288
ENSMUSG00000058831	11797.0	2410
ENSMUSG00000045100	104341.0	2076
ENSMUSG00000067274	4260.0	1358
ENSMUSG00000020349	29097.0	7102
ENSMUSG00000020945	7820.0	900
ENSMUSG00000051223	14455.0	3876
ENSMUSG00000032554	26443.0	2571
ENSMUSG00000061981	22503.0	2712
ENSMUSG00000020090	33073.0	3479
ENSMUSG00000023802	61021.0	1792
ENSMUSG00000031918	58071.0	3788
ENSMUSG00000024603	32581.0	3738
ENSMUSG00000046798	25421.0	3752
ENSMUSG00000100032	26132.0	923
ENSMUSG00000052135	20270.0	2615
ENSMUSG00000033420	201968.0	5253
ENSMUSG00000036591	120962.0	7351
ENSMUSG00000030672	5408.0	766
ENSMUSG00000030382	9846.0	2288
ENSMUSG00000021055	56840.0	3362
ENSMUSG00000030522	53153.0	5205
ENSMUSG00000023964	79034.0	3763
ENSMUSG00000040482	2214.0	1519
ENSMUSG00000024006	37115.0	3354
ENSMUSG00000054920	60649.0	3610
ENSMUSG00000057751	104983.0	6851
ENSMUSG00000036073	3467.0	1859
ENSMUSG00000053716	7092.0	3213
ENSMUSG00000036438	13523.0	1205
ENSMUSG00000070686	36558.0	2852
ENSMUSG00000041235	177253.0	10216
ENSMUSG00000038057	1058.0	581
ENSMUSG00000000766	279692.0	2420
ENSMUSG00000049396	7093.0	3540
ENSMUSG00000031028	84122.0	5997
ENSMUSG00000091151	11197.0	6922
ENSMUSG00000038046	6904.0	1510
ENSMUSG00000036196	52450.0	3670
ENSMUSG00000074277	18534.0	2564
ENSMUSG00000026388	67002.0	1007
ENSMUSG00000025917	13567.0	1698
ENSMUSG00000033845	12533.0	4203
ENSMUSG00000036860	3648.0	940
ENSMUSG00000046215	1009.0	1010
ENSMUSG00000041754	11064.0	994
ENSMUSG00000006007	14489.0	3335
ENSMUSG00000054679	24349.0	2939
ENSMUSG00000040675	193963.0	3687
ENSMUSG00000069808	35156.0	2130
ENSMUSG00000071452	9524.0	1862
ENSMUSG00000032553	14105.0	3064
